year,district,A1101,A1102,A1414,A2101,A210102,B1101,B1103,C120110,D2201,D320101,D320108,D320113,D320115,D320122,D320406
2021,大阪府第８区,401558,396053,346176,403357,211643,3639,3637,778161201,0.91,70090257,6704288,81026975,11511642,380294,8063263
2021,大阪府第９区,556949,539252,470663,545897,283362,27962,11750,973251643,0.732,92427586,9704792,106638543,17753791,607464,38604570
2021,奈良県第１区,471305,461675,407666,468613,248239,33009,17810,806852320,0.795,68663080,19351147,87752131,13433991,418576,23882296
2021,奈良県第２区,801551,787265,694915,801474,421753,61686,37797,1221454917,0.536875,106344511,56946703,147777423,23498571,808799,41390298
2021,奈良県第３区,406247,400082,357555,412010,216165,302090,44364,520036541,0.2918181818181818,48257904,68781406,79375055,15490363,388784,32530062
2021,宮城県第１区,546348,523483,464554,517121,268804,53063,16576,885270056.9845861,0.91,107533711.86121151,11487351.946151236,106009382.87003598,15999028.842331884,752526.5166364312,26445202.883579668
2021,宮城県第２区,550356,528547,465750,535178,274671,25572,17603,916182206.015414,0.91,111288609.1387885,11888471.053848764,109711053.12996401,16557688.157668116,778803.4833635687,27368625.116420332
2021,宮城県第３区,569206,559450,491511,565000,288461,207660,80657,817798367.1436102,0.5528571428571428,92461003.24172977,41657404.00756344,113797411.72511044,20740811.547531642,784183.6072371065,41163289.060576886
2021,宮城県第４区,283271,279250,243452,283990,143637,100008,37003,388646709,0.6644444444444445,38222572,24903731,52303011,8698355,370144,16738861
2021,宮城県第５区,385752,381137,340354,385788,196926,197413,94099,465756155,0.5133333333333333,50837983,94693468,105097200,19621394,479949,95850776
2021,宮城県第６区,329151,325840,291975,330609,168827,247034,114069,378773967,0.4125,37979797,76754215,74359867,13911003,340688,47164773
2021,宮崎県第１区,426671,412679,357463,425574,224769,86949,36362,547339970,0.5,56870427,26549005,90705377,19679586,417084,23972277
2021,宮崎県第２区,319057,315481,276306,325567,169912,433982,70450,346148181,0.366875,39709881,56881749,71916979,20487617,296266,38000635
2021,宮崎県第３区,323848,319711,279029,328558,173209,252593,78168,345377823,0.39142857142857146,36909996,49326361,70159097,20481952,303809,25017622
2021,富山県第１区,413938,403780,358584,406608,208369,124174,47073,658967758,0.8300000000000001,73826489,16564189,72314075,12593994,410641,25047347
2021,富山県第２区,608655,595764,529758,603489,309541,276830,118430,946102069,0.5766666666666667,104999489,40710867,107483295,19074802,597958,37786890
2021,富山県第３区,426159,413624,371302,425139,219244,147929,65850,608739823,0.5733333333333334,64918289,48462722,74552437,13794617,402947,33089109
2021,山口県第１区,445485,433228,381314,442262,229222,186889,48363,644366849,0.7533333333333334,68727612,26269554,80278587,14348260,515678,32332835
2021,山口県第２区,452720,442286,393721,457307,237821,211992,57140,632755030,0.538,70974200,45747362,89034345,15368813,503759,30343007
2021,山口県第３区,487790,478138,424899,481967,253014,272987,71356,660607316,0.4766666666666666,69681240,51347033,90918892,17107044,486086,36179663
2021,山口県第４区,287570,281226,253019,285703,152616,107341,33071,368787535,0.45,36017666,34181529,54042214,9835024,280311,13156282
2021,山形県第１区,363311,358864,314923,357998,185524,82784,37713,505349543,0.5519999999999999,50492726,22234661,64623999,12085322,403887,15387544
2021,山形県第２区,370390,366885,326710,368666,187789,428679,121650,446056769,0.37,45289131,68091391,72896298,15866647,377313,34499834
2021,山形県第３区,334326,330868,296740,335628,174397,420851,129116,399989254,0.2984615384615385,41662803,67448336,69680080,16892422,278015,39537894
2021,山梨県第１区,507444,490544,434973,498974,253899,239549,56661,728598371,0.535,75092110,55117243,93199352,17718473,547035,26783253
2021,山梨県第２区,302530,296129,264544,305404,155276,206508,38777,433540648,0.5573333333333333,46378872,40944500,57278839,10010708,280184,20952823
2021,岐阜県第１区,402557,377921,332486,397758,206886,20360,14296,662422728,0.8700000000000001,66510358,7778381,75111345,11353508,448355,30765488
2021,岐阜県第２区,358439,347940,312673,355594,181582,143297,45294,526871921,0.6318181818181818,56050697,26238382,58611111,11783431,441058,18936549
2021,岐阜県第３区,898081,858042,758321,889045,456352,158262,52311,1407081224,0.7090909090909091,139528295,37764572,160219287,24401444,1120879,61757611
2021,岐阜県第４区,398648,379855,344189,391812,200378,604291,83814,563950469,0.4633333333333334,59636275,60013923,72076908,14484666,489263,32956483
2021,岐阜県第５区,323574,314890,283783,322258,165200,156282,39697,470001435,0.604,47412949,34173832,57043682,10401518,378961,22882787
2021,岡山県第１区,493237,470248,414374,466283,240756,84696,34364,727968117.842807,0.6233333333333333,85947097.22710098,26243700.684481926,99700995.60145624,13100619.95374034,696075.5681082599,29912323.237221193
2021,岡山県第２区,817270,785614,692711,787929,408681,101899,55017,1209724568,0.72,142979181,44282834,164721120,21301688,1142020,49916299
2021,岡山県第３区,398635,390869,347909,401974,209151,351554,90632,506961855.437371,0.365,57406170.93779519,74896301.7056053,80226273.9228972,15883017.460567083,460698.87728284276,30689192.251223255
2021,岡山県第４区,486960,452369,385767,487410,249648,36325,26282,701924862,0.8,85831700,14503539,95627161,14722433,620039,25628649
2021,岡山県第５区,795992,754870,657953,797219,409758,355421,102957,1071161672,0.4572727272727273,124557262,81423688,155415547,28410616,938194,55300345
2021,岩手県第１区,349934,342182,300354,345319,181794,119277,38880,510755922,0.6366666666666667,49445871,20405330,68279751,11606140,313597,19753562
2021,岩手県第２区,421572,417879,376567,427809,220529,965271,162117,465647202,0.31478260869565217,47811902,118514592,101855983,24937955,366972,84631927
2021,岩手県第３区,439028,434684,386254,440345,225599,442955,170406,533369448,0.45714285714285713,56107195,72281994,83243264,20558658,420498,28777068
2021,島根県第１区,480431,468645,412362,475130,245666,288519,71692,640959781,0.27111111111111114,64059081,81749927,100465949,21783955,446619,48396555
2021,島根県第２区,399477,390169,347360,395894,205599,500004,92548,487596304,0.26833333333333337,49774086,92133353,83958008,20388152,357637,45303094
2021,広島県第１区,407857,391300,345237,390220,203065,8120,5665,664614897.5405988,0.8300000000000001,78638497.65719831,15470288.657547306,90593174.46098451,9972628.653189082,563272.4839162744,22523830.62792499
2021,広島県第２区,492217,474579,412803,487677,251387,92991,21134,786207207.2291116,0.682,88980046.71294019,30520689.956664596,106989066.4351016,13863151.93259391,675083.781286017,36972618.76493416
2021,広島県第３区,435950,426004,369700,433862,223206,199616,39571,711831972.2587237,0.506,84504913.93971688,33935813.86732097,99512144.18845582,13738770.029923648,612308.8266362499,26449261.197511047
2021,広島県第４区,480491,462842,408967,465804,235605,127440,45486,777689486.971566,0.7357142857142858,82586223.69014463,25388359.51846713,94369722.91545808,17386050.384293362,617147.9081614587,29153280.409629807
2021,広島県第５区,686024,663756,598058,669953,343917,200667,79980,1014405172,0.5542857142857143,106606878,63522195,133147435,26420608,749046,39192622
2021,広島県第６区,367087,358741,324178,366986,191220,363716,87605,463755461,0.3871428571428572,49727769,70613054,75735826,21077664,402436,30267137
2021,広島県第７区,460930,446471,392550,456806,234366,51814,25524,656438443,0.8200000000000001,74494016,15523387,85821397,13768111,559001,20771322
2021,徳島県第１区,421455,399111,351105,424111,221117,215991,49466,576858342,0.35500000000000004,65031237,41234133,82526904,16034310,343222,23944784
2021,徳島県第２区,298104,293973,262898,304398,158161,198684,51564,355123158,0.47333333333333333,35495394,53380402,58225085,12229772,243251,24778417
2021,愛媛県第１区,511192,489817,425772,505937,267946,42935,24027,687158746,0.77,69252296,19935597,101312183,15420085,482076,12867860
2021,愛媛県第２区,753386,726826,638207,749471,396036,121224,55181,983515040,0.53,100982668,51455885,145025573,24162277,730076,26720241
2021,愛媛県第３区,303483,294602,259643,307487,158814,116578,30961,405238927,0.7266666666666667,50715713,20388116,56203018,10449239,309051,17179417
2021,愛媛県第４区,277972,275378,248167,286064,150330,329816,81179,295012029,0.3009090909090909,31029227,77893820,62494576,15767617,200069,28649941
2021,愛知県第10区,584749,563018,494197,578945,294220,17929,17929,931783150,0.9000000000000001,81910728,16237854,93190130,14427204,791611,17214272
2021,愛知県第11区,484282,459064,410318,463629,222305,95051,32335,964066144,1.395,122499148,1027073,78423303,11848400,635606,49754624
2021,愛知県第12区,553700,527751,468745,535909,264170,54842,29170,1022752933,1.01,102735249,2050519,87159973,13801033,811663,27237495
2021,愛知県第13区,532581,501960,447435,509777,245553,20254,20204,1050284318,1.168,115996235,338372,83996603,12371281,751323,32871227
2021,愛知県第14区,781729,746480,668123,755084,369470,224553,60063,1397513384,0.6975,166301455,20067340,129054295,21170450,1108774,68715784
2021,愛知県第15区,431280,408202,367375,415898,206781,45298,35703,707395689,1.005,79771832,1181951,76123917,13011253,626588,28544395
2021,愛知県第１区,491530,447862,410950,457459,231719,5255,5255,956518143.041456,0.99,122691235.9523123,994097.5486715324,100448319.31919804,14275201.822336748,680626.5774313888,24147522.759404376
2021,愛知県第２区,506587,482076,415711,483722,248449,7164,6531,1011432432.607729,0.99,129735014.58562279,1051169.294818751,106215118.55209127,15094749.859341227,719701.7640668699,25533846.758342505
2021,愛知県第３区,521218,496873,437250,501383,253553,7043,6660,1048360478.4528323,0.99,134471723.05163565,1089548.1589510292,110093100.55156302,15645868.84352186,745978.5363765539,26466103.85559896
2021,愛知県第４区,453514,419670,381774,433687,216387,8357,8353,906812378.598344,0.99,116315547.50578843,942438.9586623303,95228490.99172832,13533386.49523511,645257.6044770936,22892689.187354073
2021,愛知県第５区,528677,498060,445832,507804,253018,9022,9022,1000154994.2996386,0.99,121594447.90464085,4846501.038896358,103032405.58541934,14825870.979565056,784854.5176480938,27756388.439300086
2021,愛知県第６区,530602,507000,454642,516446,258302,23049,17268,902755910,1.0466666666666666,95222028,3120409,89548876,12750190,705920,29946236
2021,愛知県第７区,568939,545468,470710,555319,278705,26380,18396,1052350712,0.9828571428571429,96069290,6192265,88144832,13224258,858443,20490233
2021,愛知県第８区,535372,516907,455170,525814,260012,35854,32147,905768500,0.9144444444444445,106887842,6657191,84079684,13093338,825965,29685291
2021,愛知県第９区,840058,813119,721890,832904,422447,40164,40155,1326830998,0.9777777777777779,123143970,28078642,136061995,22133124,1145976,33831245
2021,新潟県第１区,616223,601145,530187,603524,313324,35340,34534,870385926.9484248,0.69,103546081.96083544,46286494.0178394,124940487.79268815,15613325.921439884,854358.0904444964,36162895.4391548
2021,新潟県第２区,751992,741300,657391,746965,382979,276701,133542,1018509945.153388,0.626,116645672.56016499,82976719.75638047,147403084.6155647,26318034.552261755,886185.4494708499,55047980.846961014
2021,新潟県第３区,371700,367682,328420,373782,191935,392429,126779,453798285.0618013,0.449,50612877.72706738,61792190.96558407,70542695.62742981,13550263.122206338,409311.1203338407,23035811.32558453
2021,新潟県第４区,623961,617570,545805,624480,320039,183808,96849,855073669.2799914,0.5862499999999999,91939414.28592587,60148059.248447716,121439659.2071758,18968328.667914998,739640.7234969339,41959362.55146347
2021,新潟県第５区,398133,393822,348256,395591,201187,293485,95844,523024648,0.5720000000000001,57625002,53164482,74914297,13618863,410262,26839219
2021,新潟県第６区,318004,313694,279901,319340,162664,292636,93820,408420695,0.426,49391020,55027536,61131584,14161951,305635,19813255
2021,東京都第10区,1748472,1600596,1491690,1605040,811431,9490,9490,4214051180,3,190200756,0,312391643,70320522,1088904,90740984
2021,東京都第11区,584483,543391,500578,542959,276143,3222,3222,1108490477,3,48482243,0,110189075,20416985,457847,20696248
2021,東京都第12区,1936338,1794503,1682076,1792084,899996,11909,11909,3767808433,3,165700882,0,369130157,75770426,1644441,81300533
2021,東京都第13区,695043,644285,594596,657396,326867,5325,5325,1187288146,3,51515303,0,139880910,28232220,757070,30131674
2021,東京都第14区,701004,657571,625770,650346,324129,3404,3404,1536929073,3,68468962,0,139784315,30616618,553965,34719202
2021,東京都第15区,524310,492456,451718,495909,251360,4299,4299,1261281380,3,55350524,0,91321920,20550838,431064,16197314
2021,東京都第16区,697932,650161,595151,659375,326438,4990,4990,1311428383,3,56806618,0,133899080,25962113,707831,33697458
2021,東京都第17区,1151025,1082784,993012,1100703,547015,8470,8470,2131907978,3,92222807,0,223800253,46113382,1217622,65983910
2021,東京都第18区,539013,515333,455465,520376,263556,5171,5166,1223067490,1.2533333333333334,115687452,78937,95307652,30143724,503900,18113055
2021,東京都第19区,535369,508162,452716,515744,263262,4772,4750,1051801436,0.97,87572225,4186235,94882717,30749116,663398,16654227
2021,東京都第20区,498024,484004,430204,491244,250864,6899,6420,822582838,0.796,71603704,16047186,96555665,34644465,643186,17918069
2021,東京都第21区,1270603,1224085,1095280,1223423,614008,28542,20312,2289547718,1.0266666666666666,221826465,7250203,233150261,72004140,1389287,49038158
2021,東京都第22区,615928,587327,519184,592438,302487,6236,5963,1327830326,1.0475,114415651,2542399,105861199,36436302,598884,22053664
2021,東京都第23区,578030,561138,499789,567786,289933,9256,8449,1061826100,1.05,98703373,2282657,110581742,32282432,661941,29346405
2021,東京都第24区,579355,554415,498397,548691,274174,18638,10810,957767444,0.9400000000000001,90751232,5069974,105750831,29921822,621281,19221685
2021,東京都第25区,492992,479447,431648,482088,240541,59004,14919,773988290,0.7166666666666667,79152267,15389848,93903081,38360028,597764,14570819
2021,東京都第１区,676551,597171,561579,611881,313729,5025,5025,3150204538,3,153435553,0,118731315,30003104,285803,39049599
2021,東京都第２区,881178,811118,748635,807710,418750,5198,5198,3672589522,3,175190112,0,162854326,43147048,452177,83609147
2021,東京都第３区,1195030,1115752,1011331,1127247,569684,48657,25011,3019006214,0.7263636363636363,134962894,11587875,203447185,58980518,871662,71328540
2021,東京都第４区,748081,700751,637511,709550,357360,6186,6186,1792361034,3,78562537,0,129077172,28295194,567313,28008564
2021,東京都第５区,1231752,1192703,1081398,1170330,617512,7272,7272,3869991036,3,176299355,0,198451143,43549521,658124,48306908
2021,東京都第６区,943664,916972,828671,898208,473430,5805,5805,2822665875,3,128612553,0,153467492,31104191,539781,39789958
2021,東京都第７区,1890447,1748575,1595567,1758705,906678,10227,10227,5755913568,3,259562818,0,306351239,74800513,1014452,115942676
2021,東京都第８区,591108,551816,497711,556769,289914,3406,3406,1523214688,3,67511196,0,93061164,20520349,338701,17776031
2021,東京都第９区,752608,714410,637946,719971,370396,4808,4808,1612733797,3,69278731,0,130645603,29002184,608873,26452053
2021,栃木県第１区,609070,584166,512985,602016,299784,54583,45989,1031924167,0.9366666666666666,107439767,6687806,121488241,17846254,707112,51550533
2021,栃木県第２区,930096,899398,799157,923417,461310,306138,119136,1452297637,0.7214285714285714,154109979,33573164,181039492,29625396,1073128,69222693
2021,栃木県第３区,282508,275148,246365,280888,140641,185703,81429,382340506,0.6316666666666667,44876904,27254398,52408669,10135523,307183,16738084
2021,栃木県第４区,584311,563210,505824,575916,286656,123301,93573,858368125,0.78,94314026,24568999,105214754,18697844,729516,45944429
2021,栃木県第５区,416523,403012,366502,409576,206893,86530,48372,570497214,0.75,60179094,21583825,76023547,13097441,488026,18707219
2021,沖縄県第１区,329331,316201,271731,327312,168251,19615,12314,460592077,0.21625,51344637,17558311,85550540,25396294,138829,32047305
2021,沖縄県第２区,373853,360980,302579,369668,189495,14660,12561,457363982,0.6975,50729341,18903005,85112909,20840182,233874,25709311
2021,沖縄県第３区,396314,385349,324111,394608,198885,96221,41059,397713062,0.3292857142857143,43695502,52936532,117815833,31423894,256646,54426187
2021,沖縄県第４区,367982,362219,297441,374540,187422,97750,51116,400770642,0.3990909090909091,39021453,48565793,86634887,31709483,257946,44216917
2021,滋賀県第１区,391447,380260,331841,386752,199797,115756,24259,618220185,0.6000000000000001,56952311,20428875,71751251,11849269,433880,20259459
2021,滋賀県第２区,418988,401545,353978,412366,208677,171182,53708,601360870,0.58375,64372068,43208301,77126687,13571533,518771,30487556
2021,滋賀県第３区,346482,332021,284640,335499,168480,25639,16989,574395057,0.9125000000000001,58599901,6006626,62506232,8970011,468085,29113299
2021,滋賀県第４区,369512,353644,315610,360889,180799,127999,52255,535904307,0.7783333333333333,58357697,27898953,65770179,12235601,468593,19354583
2021,熊本県第１区,516859,500863,433697,504690,266225,19098,16383,728551130.491985,0.71,81205591.23963529,31648725.598379098,118541496.47196192,17040410.02624397,702855.2955131894,28100991.7669381
2021,熊本県第２区,375868,369177,321144,376801,198115,62078,45693,484901800.50801504,0.48625,52437891.76036472,37907824.4016209,85120947.52803808,14352702.973756028,444480.70448681054,26554827.2330619
2021,熊本県第３区,376435,371788,319340,382277,197570,262980,105928,437244119,0.4294117647058823,46921335,63500057,91416933,22768700,475821,41397523
2021,熊本県第４区,469139,463377,410555,477473,252077,396792,111622,489851354,0.3023809523809524,52130367,110684066,112692593,29970829,356145,44726268
2021,石川県第１区,463254,446412,393000,445265,230175,46879,19239,767123738,0.89,82263379,8961884,86088891,12996361,501663,25738365
2021,石川県第２区,391740,382414,335561,389269,198799,154419,47874,588409599,0.69,61293269,29556416,76857836,12123818,508847,31711042
2021,石川県第３区,277532,273866,246482,282654,147034,217323,72084,350081296,0.3825,36439395,63109666,55372874,11356190,291639,32675797
2021,神奈川県第10区,931450,881506,788361,891666,431793,7902,7890,2009120872.0174086,1.03,220710667.73611784,214630.9700499743,188294314.87507242,20842296.723202582,1322586.6468083723,65985990.12019436
2021,神奈川県第11区,430147,424310,385067,433075,217314,13287,9687,678505436,0.71,64818248,17606030,79683195,10570223,446180,14916310
2021,神奈川県第12区,485253,472116,413458,480673,242419,8290,7689,944382645,1.085,90916698,52813,83181159,11748898,619054,16335082
2021,神奈川県第13区,591923,563956,506288,576495,286369,9339,8914,1004043241,0.9675,93059636,4344687,105477596,14250895,787113,14978707
2021,神奈川県第14区,725493,690937,621096,702672,349620,32891,14006,1214482035,0.88,131083049,16778313,144129674,17810258,1169459,21212388
2021,神奈川県第15区,560009,547237,485553,554600,281096,12978,11540,972138634,0.8825000000000001,89126054,5317691,94353508,13744861,709952,15397986
2021,神奈川県第16区,952335,907577,822660,918888,453871,56453,24921,1590953852.5116897,0.9814285714285714,175174434.59197178,13126047.935916046,176547425.8633616,23601586.657131635,1318904.37800567,31857924.419666644
2021,神奈川県第17区,498932,485638,437698,491374,249186,73864,24363,774753017,0.8463636363636363,84047485,11524294,89162887,13750730,547045,27796619
2021,神奈川県第18区,731739,704411,615362,708509,354715,4971,4768,1596427608.445519,1.03,175374517.4617504,170543.64970643405,149616803.53161684,16561083.196016826,1050914.2913866325,52431816.256388366
2021,神奈川県第１区,517058,481202,440412,493720,246676,7145,6384,1048662989.5385587,0.97,113906670.64942336,3133081.23750202,104337862.9838223,12478610.749065462,721110.2253088083,30910009.29009039
2021,神奈川県第２区,518340,493921,451414,499453,251780,3958,3765,1060839901.3894551,0.97,115229337.22730789,3169462.09048468,105549418.05245687,12623510.440032797,729483.645307381,31268931.519815918
2021,神奈川県第３区,544704,511711,462410,515429,251766,5695,5553,1094772980.7074246,0.97,118915177.31945562,3270843.654631023,108925626.63025308,13027298.589848623,752817.6341260101,32269130.6375719
2021,神奈川県第４区,381629,375221,333310,386439,201912,9251,5869,849219540.6756552,0.9525,79161116.02693748,2944057.0682329373,67476534.77359214,8999053.883284291,415392.0755747274,13689895.529068202
2021,神奈川県第５区,558710,545645,481614,549768,279605,7654,6957,1167709135.6085114,0.97,126837564.83349304,3488754.3664000053,116182488.57022205,13895205.530041765,802971.9807736629,34418970.241015986
2021,神奈川県第６区,452985,438499,393261,442544,224998,5466,4857,939964988.3382319,0.97,102099800.80992953,2808325.170479409,93522837.30922922,11185154.167006452,646364.343249334,27706066.49775938
2021,神奈川県第７区,571662,550601,480899,553897,278314,5927,5586,1176479145.9054503,0.97,127790170.85129961,3514956.4494220535,117055070.26887755,13999564.648130747,809002.65427342,34677471.87829781
2021,神奈川県第８区,706970,686624,600145,693595,353130,8860,8050,1473198181.6191292,0.97,160020046.23893464,4401461.315979125,146577452.96172777,17530385.68925314,1013040.6844427262,43423454.374058664
2021,神奈川県第９区,402439,385815,343415,383496,192420,4375,3910,864101376.4517075,1.03,94925295.15999293,92310.48227731566,80983368.85933833,8964048.673114482,568830.356551022,28379867.87332259
2021,福井県第１区,450734,439689,388645,445547,229797,208380,63233,681095833,0.555,70245113,37954436,84919931,18471400,455513,30145250
2021,福井県第２区,316129,306379,272023,313312,159426,210673,44498,469136424,0.6054545454545455,56655460,33526087,68443376,18272040,336779,35686731
2021,福岡県第10区,486277,461271,405326,480499,253343,28438,14629,670724522.6821338,0.71,90097478.42930096,32850527.32999333,117575075.19586055,15255927.492664346,639828.3250542079,35549186.51160893
2021,福岡県第11区,301260,295522,260223,305627,159461,93315,40631,340395331,0.4053333333333333,36019156,47288533,68734142,13382403,312527,32212197
2021,福岡県第１区,574537,526816,472755,531475,274223,10107,9002,912859076.8578154,0.89,118864371.53492388,11787592.72262211,123148932.33424613,15031417.186775625,575262.8242504838,32800809.35974812
2021,福岡県第２区,603948,562900,499464,570817,307992,6236,5460,980432719.6476741,0.89,127663208.93071291,12660159.584456436,132264930.82127543,16144105.48812964,617846.1819468242,35228862.310180806
2021,福岡県第３区,665648,637146,551088,648598,340686,41171,21858,1065945306.0902233,0.8125,132414354.56912085,19637886.947088458,145470097.4510566,19725498.7230562,716297.131481813,37666113.14768688
2021,福岡県第４区,456984,448804,380546,454388,234993,37941,21892,618819219,0.715,54178641,25896654,82069045,14090924,667580,14259586
2021,福岡県第５区,787041,764561,659959,780431,408775,63008,30290,1189959652.3411207,0.6488888888888888,123769021.51218247,36208884.414963245,159426426.72181097,26164291.812559467,866241.5087418698,39838231.73374854
2021,福岡県第６区,452986,426410,369713,449963,235910,46783,37097,604383575,0.545,57928501,35803619,91942854,17412160,507612,20531647
2021,福岡県第７区,341021,335993,297347,341524,180291,82597,45736,382658088,0.525,40167532,44478524,71579094,15479671,346897,22700381
2021,福岡県第８区,411207,405539,357743,413136,217924,73020,38447,466356717,0.4766666666666667,46415627,55226938,93502974,16085497,442848,27819257
2021,福岡県第９区,452752,436742,384651,450638,236902,20731,15032,629041803.3178662,0.71,84498297.57069905,30809004.67000667,110268276.80413947,14307835.507335655,600065.6749457921,33339953.48839108
2021,福島県第１区,476294,465842,415391,470897,240093,211466,85304,657941323,0.5455555555555556,66500244,50750843,100703401,41591810,462201,51414087
2021,福島県第２区,420385,412075,361269,410387,208555,126908,61981,578687966,0.59,62103131,23924977,79405678,36253206,458807,18297181
2021,福島県第３区,309847,305713,271284,311730,157109,269006,99507,379962283,0.42157894736842105,40423800,57628073,63466067,27553008,328808,38500436
2021,福島県第４区,277211,273473,243601,279114,143901,561237,117684,329379422,0.32611111111111113,36797897,58167864,54557659,14767473,262249,24585935
2021,福島県第５区,349415,340347,301521,375752,190098,209797,57248,534565971,0.7577777777777778,64544785,35715578,98069437,25326992,347632,63282781
2021,秋田県第１区,307672,302311,268704,304056,160760,90607,29066,419006136,0.6699999999999999,42661734,21193836,62896322,10246122,334947,21422628
2021,秋田県第２区,288633,287005,262609,294749,155936,521191,134947,305111541,0.2826666666666667,32012474,73389780,59808595,12528751,235454,30006860
2021,秋田県第３区,363197,360876,326942,368621,193320,549757,156425,386194368,0.28555555555555556,37414064,93470401,74485314,17984560,322280,32497326
2021,群馬県第１区,639781,617306,549842,636678,325660,280042,82784,912938549,0.5044444444444445,96140103,49564176,119923788,20877750,724967,41111468
2021,群馬県第２区,627011,594399,539397,603140,301883,82363,45070,899483157,0.768,94138789,22041433,110147417,19701145,807413,30882803
2021,群馬県第３区,401760,375278,346139,379675,187054,36888,35810,588215980,0.8514285714285714,68331770,7107956,67360586,12429495,526945,18623609
2021,群馬県第４区,439007,428476,379084,432636,219820,93590,34503,673135189,0.6525,72578822,20100720,77119960,13385033,526760,18445558
2021,群馬県第５区,658212,644361,573960,653862,331480,279134,94288,965881224,0.5193333333333333,106675478,50189448,117398971,23185411,774298,36051155
2021,茨城県第１区,583618,567319,505543,582609,294797,143421,89495,842166501,0.5928571428571429,83763345,44888698,115241385,20383660,611654,46485612
2021,茨城県第２区,707990,685856,611989,702224,351348,150240,110591,1037399063,0.72,110308692,50123065,139695054,24357362,759016,55793904
2021,茨城県第３区,459781,447411,401960,455267,228369,65614,53169,707725220,0.6922222222222222,65964314,27360625,79634723,12975879,482153,23574145
2021,茨城県第４区,313688,308449,274357,316874,158730,124399,50045,453489916,0.558,44346065,27486388,58512703,10519069,337920,22602473
2021,茨城県第５区,281899,276218,248215,281572,140413,64423,23444,421762172,0.8825000000000001,48427717,19642186,52079440,8014050,277865,24250464
2021,茨城県第６区,595620,558120,495179,581654,288529,100264,75053,976555054,0.7666666666666667,100623907,26573062,104892620,17256278,701972,32919029
2021,茨城県第７区,398929,380020,348874,388209,192912,64558,60817,547399061,0.725,59555704,24573093,71529235,12706340,438391,19187782
2021,長崎県第１区,409118,401784,356139,408342,219871,40586,18752,531685000,0.59,53635757,34161634,106517906,15560169,292208,37748378
2021,長崎県第２区,739853,730032,642915,743903,396081,126472,68569,914286798,0.5014285714285714,91245219,81617482,178525861,33407951,564588,69344605
2021,長崎県第３区,481641,476121,414332,489714,256642,222673,69677,572703581,0.328,55155738,85266629,111153431,28838159,398930,40638497
2021,長崎県第４区,334046,329621,288066,337204,177107,106554,49838,391955376,0.42800000000000005,42016417,49678326,76499080,18041346,269445,27378192
2021,長野県第１区,522139,508945,441518,522093,268135,211161,61792,751196898,0.394,77683106,47333964,98129649,24594772,522343,32210201
2021,長野県第２区,805669,784502,685003,799077,409071,380562,110318,1187218466,0.36875,119447018,74466426,145300344,30725956,833083,47816687
2021,長野県第３区,471170,458519,409869,469423,238937,264997,75979,640060561,0.5076470588235295,71310653,62215644,87830965,16568439,535750,36377922
2021,長野県第４区,286555,279895,250134,282707,143325,255190,44803,412715324,0.4423076923076923,43269765,37536835,48904147,7934549,300719,23521066
2021,長野県第５区,335238,327174,288980,333115,170020,327731,60644,454444859,0.33954545454545454,44124016,58693746,61792615,11443673,380831,29293305
2021,青森県第１区,390763,385489,338213,396611,208482,335493,78396,479767856,0.4246153846153846,53976741,57074995,91193719,17763504,357807,27371151
2021,青森県第２区,451243,445941,396827,455816,235948,293999,118276,554746858,0.36846153846153845,55756011,65983973,98835182,19525279,441136,44843418
2021,青森県第３区,395978,392904,354070,401531,214877,335073,126299,406811311,0.27571428571428575,39910859,80107975,87064851,17563489,340966,29417697
2021,静岡県第１区,462323,449984,401571,453220,232216,114681,18220,732122364.7927966,0.89,92694318.12564208,11895588.081330176,90604782.3674375,12434983.406864539,724173.1841343523,30212023.196163543
2021,静岡県第２区,483636,469858,421015,480171,243180,127493,47140,722475339,0.8014285714285715,78977508,18252762,84382470,16100619,675327,35569071
2021,静岡県第３区,492565,467695,422551,476842,237062,177497,62558,761930905.4507616,0.8385714285714286,85868432.82070619,17649341.98193994,85582884.81433493,14074951.61611072,715993.8249532551,37784091.682112716
2021,静岡県第４区,604563,591088,528641,605321,307082,89905,40867,970586116.2072034,0.9400000000000001,114394475.87435794,8525594.918669824,110902985.63256252,16990250.59313546,894819.8158656477,43099341.803836465
2021,静岡県第５区,592866,579460,514864,592033,297557,93551,40963,973055145,0.9185714285714286,106505501,7315669,105609633,16035055,768761,44126796
2021,静岡県第６区,498671,487669,443528,503097,259021,145042,42273,743082787,0.66,88871304,28095106,91618305,15611412,468078,30698356
2021,静岡県第７区,719247,694484,619613,703001,352489,159833,49081,1183105008.4468918,0.8957142857142858,135502468.90165493,20612758.500464868,134551286.45716,20442723.35672817,1194229.81692527,50377640.65779633
2021,静岡県第８区,464365,446151,397160,452142,226264,13747,13392,759729637.0176624,0.8700000000000001,86513547.72265035,14336018.452991674,87487072.70985621,13286318.687966159,781076.0990346273,32962336.19606258
2021,香川県第１区,447315,428751,375856,451600,233787,55961,29133,684573793,0.49250000000000005,68281964,24340320,84097790,13062754,425149,29051228
2021,香川県第２区,721185,696099,613134,727914,376372,108483,61121,1053916474,0.63375,105235579,47749008,132800577,21754617,716571,47628000
2021,香川県第３区,308753,301648,267906,311949,160306,71960,41834,409902470,0.5228571428571429,40493118,36576466,55455041,9856393,308831,25994731
