year,district,A1101,A1102,A1414,A2101,A210102,B1101,B1103,C120110,D2201,D320101,D320108,D320113,D320115,D320122,D320406
2017,栃木県第３区,294887,290775,256366,291053,146017,185703,81429,359910328,0.6216666666666667,44155461,24605343,17529008,9182061,152572,16685408
2017,栃木県第４区,593562,581078,513378,586821,293214,123301,93573,808990455,0.76,90857459,27308964,30058942,16823740,406567,29907381
2017,栃木県第５区,427582,419950,374964,424672,215306,86530,48372,546810500,0.7233333333333333,58710962,24424531,22874714,11159329,277875,14587615
2017,沖縄県第１区,331937,324452,274227,332653,170933,19433,12132,386826575,0.1975,48256379,19401015,43516940,25088618,78519,30329401
2017,沖縄県第２区,362082,354340,292838,364812,186345,14658,12559,379898262,0.6225,43360378,21016398,34114916,25684175,107367,32092197
2017,沖縄県第３区,387102,381903,317398,392032,197788,96214,41052,326330860,0.3007142857142857,39093476,52544011,48744896,31643278,109106,44173884
2017,沖縄県第４区,352445,349792,285983,363711,182528,97794,51160,319991509,0.36363636363636365,33485571,51302182,31979726,38147085,127247,43365360
2017,滋賀県第１区,390998,386191,334301,388446,200373,115756,24260,576917901,0.6000000000000001,55550595,21391178,23752184,9633643,268363,15573386
2017,滋賀県第２区,427365,417074,362628,421941,214123,171182,53708,558523993,0.5862499999999999,63888026,44629338,23510612,13086795,295837,25356752
2017,滋賀県第３区,333744,328888,275618,328608,165077,25639,16989,516680408,0.8975000000000001,55089037,6267188,18575753,8175750,305348,22007239
2017,滋賀県第４区,374989,366320,320241,368701,185096,127999,52255,501155475,0.7616666666666666,56183100,28932192,20038649,10776011,269461,28262818
2017,熊本県第１区,519882,512600,442267,507918,268463,19098,16383,677952770.5911956,0.72,68351681.38350168,27692187.57234752,56799091.72620191,28169807.10568488,291639.80942048464,24533087.55812984
2017,熊本県第２区,382260,379695,328889,383868,202438,62077,45692,452816217.4088044,0.46875,46268857.61649833,36998404.42765248,36283489.27379809,19014372.89431512,196296.19057951536,21714064.44187016
2017,熊本県第３区,383398,381280,327137,388719,201552,262980,105928,400791609,0.4111764705882353,41535528,70294104,48884181,27648025,236602,25085222
2017,熊本県第４区,500630,497865,437591,506146,267932,396791,111621,464371594,0.2842857142857143,50163188,109123840,44787364,26459120,152381,36707420
2017,石川県第１区,465699,459419,397330,449517,232280,46864,19224,703376634,0.8300000000000001,80391988,12305669,30259749,10977428,288204,27844624
2017,石川県第２区,393719,387007,332617,393566,201522,154419,47874,539543815,0.675,60803730,30726397,25329136,10754435,266855,25889753
2017,石川県第３区,294590,291896,259719,298262,155516,217326,72087,339662446,0.38166666666666665,37070437,64835903,18028147,10865850,124819,27509624
2017,神奈川県第10区,879326,842386,756012,860323,414585,7902,7890,1765375693.1387858,1,182631239.4278994,175466.86812929364,63697142.983784765,14202038.222990943,622762.316265567,46097477.17546797
2017,神奈川県第11区,451875,447081,399579,451548,226506,13288,9688,666661766,0.72,66311262,15765824,24763590,8316345,298276,11326875
2017,神奈川県第12区,471830,462266,407429,470805,236646,8291,7690,863374077,1.05,88734565,286650,23673428,9083299,374545,16954159
2017,神奈川県第13区,576309,559352,497681,567931,281291,9339,8914,922734275,0.9450000000000001,90041317,4231792,35948448,12058124,483315,19194163
2017,神奈川県第14区,720780,702664,625861,704467,349326,32866,13981,1141652696,0.93,112673085,9750913,45816021,13698542,555241,17291812
2017,神奈川県第15区,557503,549019,483314,554990,280565,12978,11540,910218722,0.885,87065096,4510330,28180360,11021525,456964,17035713
2017,神奈川県第16区,950414,925260,826341,926409,456352,56428,24896,1496602381.4659338,0.9771428571428572,158291754.5477077,8633670.430836363,54826152.71486813,18465184.05536384,700778.215112986,25696664.85705363
2017,神奈川県第17区,514535,505901,451198,504807,255650,73885,24384,754725487,0.8563636363636363,86053595,9172971,26118790,11575026,314565,15535521
2017,神奈川県第18区,701264,677657,583626,688809,342354,4971,4768,1413430381.165253,1,146221874.10901713,140485.79192846248,50998480.060997784,11370719.771923069,498608.41603045474,36907483.765698366
2017,神奈川県第１区,516770,490892,452554,498042,248428,7129,6368,986419907.8203185,0.97,98367565.17844363,2606232.5846189596,36702786.3396558,8748623.569493972,341734.51222892094,29662404.47161848
2017,神奈川県第２区,509095,491812,449192,497346,250441,3958,3765,985041413.1233996,0.97,98230099.21098667,2602590.4462473067,36651495.204987645,8736397.608622463,341256.94764498767,29620952.07701673
2017,神奈川県第３区,524322,505696,455334,507986,247534,5696,5554,1006114952.7429662,0.97,100331590.43762748,2658269.113308209,37435601.05681126,8923300.228842074,348557.6476062675,30254649.603687212
2017,神奈川県第４区,384711,381288,336169,389509,202823,9251,5869,803784990.3581445,0.9500000000000001,74782095.93269975,2277311.174300043,20568421.02366124,7061898.530542776,230016.9399245162,16863642.11250284
2017,神奈川県第５区,553868,544934,478134,549970,278601,7654,6957,1089268288.0237823,0.97,108623790.40560563,2877969.5980718276,40529576.62851828,9660792.673137205,377365.22158882115,32755134.280353904
2017,神奈川県第６区,452637,443748,397365,446942,226583,5466,4857,885211460.9631896,0.97,88274877.05049765,2338828.4599185754,32937014.81445028,7850999.143439257,306671.94004645874,26618988.71852998
2017,神奈川県第７区,555923,544174,474382,545011,272717,5927,5586,1079446513.3082345,0.97,107644345.38747483,2852019.3621738004,40164127.29400763,9573682.701927707,373962.5739282961,32459785.968816407
2017,神奈川県第８区,701809,689535,595423,691760,350393,8860,8050,1370096970.604454,0.97,136628531.10348156,3619950.6321475124,50978671.43397605,12151480.879992347,474655.2824450114,41199868.519696735
2017,神奈川県第９区,389681,379165,337764,374804,186717,4375,3910,769094713.6031344,1,79564209.09650725,76443.0150563588,27749977.600150716,6187188.688585447,271309.50490176317,20082595.531299405
2017,福井県第１区,462030,454999,394439,458297,236675,208380,63233,640434017,0.5716666666666667,69604454,34140553,24905539,17649041,233868,25971899
2017,福井県第２区,324710,319338,279378,323933,165320,210669,44494,426933898,0.600909090909091,55715585,33616313,25147772,18196483,155839,35290173
2017,福岡県第10区,494365,485253,424420,489639,258215,28464,14655,626583398.3359039,0.73,80100160.76380612,25912294.686399613,50636460.73608019,12359816.902057573,270740.3635754005,38677770.65361906
2017,福岡県第11区,310508,308049,269185,317562,166350,93287,40603,322661219,0.38333333333333336,34256604,48138988,28069238,10955949,140915,22818382
2017,福岡県第１区,534456,501479,452397,511228,263110,10099,8994,796501231.4497329,0.89,99395054.4312446,9652589.158495743,49695142.219560854,12039196.018872684,245357.22402139768,30259710.536171973
2017,福岡県第２区,579480,560179,498325,554146,298679,6237,5461,863368147.6815505,0.89,107739348.84798263,10462931.748307567,53867089.20560057,13049896.165848158,265955.1594641949,32800037.46816988
2017,福岡県第３区,652215,640012,553484,639838,335844,41173,21860,952162117.543061,0.8025,114350814.26125354,18604614.91554366,58731144.08631569,15992283.573287439,314326.7930667976,36264742.10267552
2017,福岡県第４区,438841,435231,369540,443170,229793,37938,21889,558314204,0.673,50797545,27024780,22677624,10284931,390471,15365379
2017,福岡県第５区,773242,760671,655248,774549,405540,63008,30290,1074469844.0594053,0.6333333333333333,112545406.47227906,34035308.745272726,55128187.732977554,17773321.517040312,440502.44780405425,38783408.1770818
2017,福岡県第６区,456196,447699,386808,457374,239860,46783,37097,556367890,0.5266666666666666,56618291,36762830,34510080,15671901,250326,21294371
2017,福岡県第７区,356206,353344,310917,356901,189035,82597,45736,361934161,0.49833333333333335,38791686,46391657,29330862,13971133,143759,19749213
2017,福岡県第８区,425918,422484,371663,428417,226335,73021,38448,440139407,0.46,44485974,56439923,41821756,12739318,212323,33817890
2017,福岡県第９区,466921,457528,402097,464738,244640,20731,15032,594717976.6640961,0.73,76026600.23619388,24594503.313600387,48061301.263919815,11731248.097942427,256971.6364245995,36710780.346380934
2017,福島県第１区,497494,492814,435528,491566,250395,211449,85298,660845367,0.5077777777777778,63541052,53804268,48988805,171566633,199047,60012606
2017,福島県第２区,433209,430034,372317,419775,213011,126908,61981,565667147,0.5549999999999999,58189307,28435304,23968443,83842106,227147,33238782
2017,福島県第３区,327690,325547,284847,327188,165290,269006,99507,371848422,0.39263157894736844,39031347,56526797,25972871,28052200,152049,38440453
2017,福島県第４区,298076,296251,259645,295233,152762,561237,117690,317659126,0.32,36059970,59737461,18493805,35254533,111574,24758870
2017,福島県第５区,357570,354234,310236,392989,199397,209773,57224,520284841,0.7733333333333334,62114931,46033134,60676482,36042450,155396,55673011
2017,秋田県第１区,315814,312469,274920,313543,165766,90607,29066,401943084,0.6599999999999999,43391464,21185089,22883704,8369782,188643,15398999
2017,秋田県第２区,314730,313387,282879,317490,168343,521191,134947,292845166,0.27799999999999997,31459005,75091256,21054247,12908081,95429,23106520
2017,秋田県第３区,392575,391293,350739,394526,207292,549757,156425,365100287,0.27999999999999997,36349094,100617816,26138616,17831647,132491,27124482
2017,群馬県第１区,663572,654344,576394,661831,338575,280042,82784,872480377,0.4966666666666667,95178921,54917272,38356634,18399768,377267,39467326
2017,群馬県第２区,630895,610931,542185,615787,308863,82363,45070,833865735,0.762,98028098,25661093,32383727,17203885,434464,30068410
2017,群馬県第３区,401479,384708,344423,387524,191421,36888,35810,545642444,0.8400000000000001,75844313,8141360,19308542,10021269,278283,21328080
2017,群馬県第４区,439776,435153,379123,440089,223407,93590,34503,619410368,0.6525000000000001,70626662,21941181,26664269,11725739,298517,32851470
2017,群馬県第５区,672095,665458,584632,673485,341668,279134,94288,904316951,0.512,103224413,52293216,37909357,19229657,407822,47842399
2017,茨城県第１区,600407,591801,518715,601127,304299,143421,89495,800031467,0.5871428571428572,82628325,46661916,37708662,17678422,317618,43939608
2017,茨城県第２区,722808,709637,623491,718965,360207,150227,110569,973397703,0.7030000000000001,108794351,50132563,47278613,20073689,395272,57453023
2017,茨城県第３区,465650,458496,404901,463073,232181,65614,53160,676517151,0.7022222222222222,64967506,24029064,21208252,10033286,255037,21228083
2017,茨城県第４区,322899,321136,281955,328438,164849,124395,50041,434661795,0.55,42413151,28292600,16180202,7667625,180571,16382183
2017,茨城県第５区,296817,294665,258706,295101,147161,64412,23433,413224271,0.905,49872987,16087484,20132618,6849106,152007,28402544
2017,茨城県第６区,585981,567322,493487,577458,286380,100264,75051,893673841,0.7533333333333333,95658655,24484941,33082451,13274486,371896,37104908
2017,茨城県第７区,406727,396683,353774,403136,200576,64558,60817,516846887,0.69625,56246090,26324913,23367805,11357574,229732,22987477
2017,長崎県第１区,429508,422923,372575,426429,229152,40586,18752,519272326,0.5700000000000001,54352373,35993551,56556315,11657546,174229,18803374
2017,長崎県第２区,776024,767588,671639,776141,413355,126471,68568,886240554,0.4828571428571429,91463628,89425230,83384319,26029105,305923,44683829
2017,長崎県第３区,503617,500728,433150,507160,266976,222800,69804,534052991,0.314,54266576,91224461,44319177,21663464,207201,34774014
2017,長崎県第４区,352985,350244,304614,353264,186574,106555,49839,371641242,0.392,40557566,55975387,30880961,13949394,145369,22440004
2017,長野県第１区,533924,527998,459422,537314,276311,211161,61792,712372978,0.38,77957808,46698215,27315639,12561466,252028,36162492
2017,長野県第２区,820336,809354,704895,818057,419021,380562,110318,1117570730,0.36062500000000003,118959798,75677547,41015868,19537981,415783,51446632
2017,長野県第３区,481628,473284,417759,480453,244843,264997,75979,603607705,0.49058823529411766,70831585,63521022,24239746,12320435,229863,38262759
2017,長野県第４区,294009,289822,255782,292342,148530,255190,44803,397395375,0.44461538461538463,43117151,34772752,12410141,6325372,143188,17878451
2017,長野県第５区,346505,340290,297833,345065,176833,327731,60644,429366680,0.325,43699506,57405555,17733443,9486016,172916,24846950
2017,青森県第１区,413686,411583,360985,418043,219987,335491,78394,462163958,0.4,55492774,57443824,40213621,16878751,176041,20229988
2017,青森県第２区,471159,468227,411246,476380,246796,293998,118275,523129937,0.3384615384615385,55231154,67299029,41362692,18034690,188204,41990757
2017,青森県第３区,423420,422322,376576,424926,227222,335070,126296,390669225,0.25642857142857145,39518237,83279555,37030206,15764479,130234,31282659
2017,静岡県第１区,466012,460026,405588,461732,236626,114681,18220,707942708.8023374,0.92,83256995.00203252,7516598.079776423,29777044.00914634,9239093.824186992,320281.8917682927,28585199.86585366
2017,静岡県第２区,495589,487513,428305,495461,250868,127493,47140,689341499,0.8071428571428572,79570390,19388735,23732831,12653985,383725,25075619
2017,静岡県第３区,495762,480355,425215,488255,243185,177497,62558,717655917.3276076,0.8400000000000001,85546084.05364695,19315960.585821252,23812847.188623473,11880695.600568788,362304.9491295837,28089978.725412186
2017,静岡県第４区,618146,609651,534561,622291,316290,89912,40874,930435077.1976626,0.9433333333333334,109819413.99796748,7169784.920223577,32892729.99085366,13362113.175813008,471633.1082317073,35921065.13414634
2017,静岡県第５区,604570,596022,518722,606639,305002,93551,40963,924116180,0.9271428571428572,106202128,7290939,31369305,12881836,445373,36494543
2017,静岡県第６区,521878,514647,460874,524486,270309,145042,42273,719922681,0.6707692307692308,90813051,26918370,28810256,12634035,269121,29072994
2017,静岡県第７区,729214,707628,624500,717024,359821,159833,49080,1123418550.9631724,0.9071428571428571,120363392.12625267,18508161.98129308,41730817.07403021,14800170.701103872,515438.53544178384,46418618.46485965
2017,静岡県第８区,466868,449494,397386,456857,228613,13747,13392,715711414.5324593,0.89,75452944.68768673,12263289.601602832,27000777.881133202,9480605.691451516,329111.5006823677,30279663.6729252
2017,香川県第１区,452751,443735,379290,457891,237132,55959,29131,644179468,0.495,67366169,24217910,27710717,10932286,228817,31055055
2017,香川県第２区,735471,723185,622512,742914,384319,108478,61116,1001203549,0.64875,104677775,46663000,41357178,18302044,382160,40870875
2017,香川県第３区,318799,315190,275678,323279,166622,71957,41831,391396088,0.5314285714285715,39805682,35838373,15940074,8875368,156655,20095158
2017,高知県第１区,505924,501821,438668,501885,266160,298383,53707,596026031,0.24294117647058824,62168148,70522109,52072997,20819844,209621,41412597
2017,高知県第２区,559542,555031,488043,559209,296224,442910,76230,640331533,0.26,66539651,90989101,55076984,24468956,200099,51089731
2017,鳥取県第１区,288144,285576,249057,284574,147957,202380,42158,311888896,0.2914285714285714,32653939,46888283,20300795,12134958,103605,17396754
2017,鳥取県第２区,285297,282417,246336,286599,149828,148333,47925,326683005,0.36166666666666664,33334343,44984916,19834906,12124122,118775,14750288
2017,鹿児島県第１区,600977,589836,505007,605455,323500,68009,28305,755713102,0.2733333333333333,86899269,33751259,55442384,16369253,393648,34957007
2017,鹿児島県第２区,845629,833339,718268,852388,453383,265286,107416,961307200,0.23705882352941177,108815618,105274772,78249133,29883670,455356,60230283
2017,鹿児島県第３区,394704,393029,341000,396678,209205,270068,95144,371341954,0.365,42832745,72100037,32183731,20258719,180934,38287678
2017,鹿児島県第４区,406681,404135,349273,410056,214154,370083,125649,381836197,0.3028571428571429,43582885,80582763,32957965,21083684,158532,33041568
2021,三重県第１区,433682,418130,375310,424620,218860,133477,49257,651878055,0.645,63984200,34951789,77262413,12420044,503740,17255599
2021,三重県第２区,716082,675699,602952,699337,351792,128002,68628,1157825215,0.872,138410845,19640233,123710325,19276025,846591,30880710
2021,三重県第３区,587520,563702,504579,577583,289562,72318,47882,1010733394,0.905,123388091,11263651,98812710,14517981,711923,30796844
2021,三重県第４区,338394,333701,299876,345105,181703,264305,57951,422924280,0.37533333333333335,42613414,63815277,63004006,11080013,344423,23806847
2021,京都府第１区,496239,460330,419891,450084,239371,13191,5306,769671076.8351016,0.81,98296098.24071589,18218547.757009715,106530422.39200698,13989887.27268514,493628.5374814679,22557832.776601873
2021,京都府第２区,337742,317686,286787,306592,162404,28295,5247,524291009.65381455,0.81,66958161.92492415,12410263.40398042,72567288.02181417,9529748.932881601,336254.03383261396,15366134.025301771
2021,京都府第３区,431278,413574,369640,417015,216185,9452,6922,705967616.6799089,0.79,80956592.31821077,16815077.10080047,90776741.23828503,12537764.50608044,477192.85292340023,20177863.345664434
2021,京都府第４区,482594,456979,409395,465618,242906,149560,26343,737002400.8311749,0.562,88866772.5161492,35262310.7382094,103940432.34789382,16347626.288352817,522875.5757625178,27343479.852431916
2021,京都府第５区,279126,273155,241913,281596,143712,208628,48052,352646880,0.40714285714285714,37182329,47063429,56796193,12611052,325249,19276369
2021,京都府第６区,551108,539040,474083,548695,283033,52095,25514,815055468,0.5958333333333333,78553607,32093932,100644294,16060572,679256,24839884
2021,佐賀県第１区,406889,395282,340847,401840,210161,75955,45919,553173423,0.6185714285714285,56211534,30888059,77710595,17368773,441061,28775806
2021,佐賀県第２区,404553,401003,348793,409384,214944,168117,87646,464219951,0.4684615384615385,47908430,64726212,86113910,22903893,369165,29792705
2021,兵庫県第10区,412472,404386,354976,413275,211214,21691,17655,604109938,0.8575,66046761,8583181,73915853,11061416,541720,34517495
2021,兵庫県第11区,530495,516789,452691,522597,269042,53456,22856,809231448,0.89,96684619,12982889,102047887,14006813,635889,52279104
2021,兵庫県第12区,818320,799729,702279,813827,419456,243222,63056,1192050783,0.5536363636363636,139090120,56185350,154621975,24384991,983609,74228038
2021,兵庫県第１区,497827,441432,400817,461948,246804,9565,6399,783369296.4937601,0.7899999999999999,95448131.86503929,22578861.271778814,110594687.19047663,15077434.951472756,576689.2956291523,37387381.44729455
2021,兵庫県第２区,900014,853099,758238,882459,462704,36628,18278,1652083376.4293492,0.8324999999999999,171426352.2839556,22600630.023417428,184948595.0447799,25599204.67039325,889066.0045712013,55336794.54780145
2021,兵庫県第３区,374021,352647,312616,373862,198674,5704,4611,633993462.306905,0.7899999999999999,77247719.38687325,18273438.206875607,89506071.98733619,12202412.362057,466723.9893721937,30258213.484306537
2021,兵庫県第４区,503012,483028,431524,498572,256603,103362,50296,754333463.7699857,0.62,88304212.46413183,38529787.49792814,106096046.77740726,17541782.016076993,603665.7104274526,37751423.52059746
2021,兵庫県第５区,550310,543853,481096,558752,290837,335819,71237,792776170,0.458,73625254,79619274,99911404,19852516,604581,31765205
2021,兵庫県第６区,576891,569380,498321,585518,308101,18024,10247,1006257644,0.8066666666666666,87476793,18551120,104893687,15341569,624520,19429563
2021,兵庫県第７区,579509,563208,490106,571014,303200,11843,7438,1254603055,0.99,110924062,3432831,104586151,14697338,436995,32144684
2021,兵庫県第８区,459593,407327,366429,450855,231850,5072,5072,677377554,0.8400000000000001,79557367,12499119,104097931,13723366,459443,20079335
2021,兵庫県第９区,430941,420903,369280,431988,223704,64513,33579,612663901,0.5075,60311228,37607370,82703701,13637794,520191,19885339
2021,北海道第１区,890820,867050,776148,872374,467771,84257,23244,1289172803.0868695,0.74,150250022.7103002,47788566.99535274,213863974.16673452,27394088.2169882,986772.5876209629,44776525.79492596
2021,北海道第１０区,325014,323059,293408,324841,171880,923751,282815,377897282,0.21406250000000002,35311726,115073485,76601044,20502898,219290,46125406
2021,北海道第１１区,332648,330563,291686,332510,173007,1082804,394253,484618955,0.3036842105263158,46927147,73532035,71148633,19096130,362261,43011239
2021,北海道第１２区,335502,331626,297863,331873,171104,1531662,416111,483149224,0.2357142857142857,44612127,110344724,74210070,26443544,260056,69790335
2021,北海道第２区,554702,539528,480516,543459,285497,12054,12015,803110320.1067283,0.74,93600596.86799131,29770633.731320977,133229900.8643992,17065574.843262397,614725.3857816728,27894235.651205406
2021,北海道第３区,549488,543405,485503,547793,290406,14057,9075,809514998.5228417,0.74,94347046.89793998,30008049.85027667,134292388.35719314,17201670.117000986,619627.723992978,28116687.790763907
2021,北海道第４区,558553,550144,491315,556609,297379,443773,94024,760087436.0820365,0.36954545454545457,90562261.12402552,68429925.00353153,135054451.22032923,20057149.211529683,526618.8899948089,40944431.873107865
2021,北海道第５区,548420,543947,483365,545440,283454,244328,100890,718747198.0891688,0.5575,76042337.88180113,43333743.80331783,116193843.99027675,19125332.878142267,618608.5313126573,26859032.946939282
2021,北海道第６区,481953,476360,425921,482318,256181,1061869,281426,591311240,0.22869565217391305,57408394,101538974,113569627,25038326,406372,39382780
2021,北海道第７区,294384,290567,260679,294442,153627,943580,317946,388931428,0.29846153846153844,39043515,71910274,71983471,16667137,258045,42342680
2021,北海道第８区,413767,409222,369997,415365,223180,656772,123279,496254252,0.2611111111111111,50344364,83348580,96384870,18059940,339379,34816778
2021,北海道第９区,445726,441683,393773,443711,229155,850837,191660,571961597,0.34444444444444444,66776052,73400098,107133194,19037200,394848,48960701
2021,千葉県第10区,417332,402639,368296,409599,206760,99832,81819,589779027,0.6077777777777778,67831001,45221755,72411260,14893286,414224,27412716
2021,千葉県第11区,410235,401624,367380,412382,207343,116173,75197,534255637,0.5511764705882353,52863355,41886665,72273518,16090054,408655,21578267
2021,千葉県第12区,444813,433965,387700,443156,221069,133469,62300,643643303,0.7125,77188341,24160496,80645441,19571678,505261,25858211
2021,千葉県第13区,1434964,1377194,1225692,1405629,706441,48611,42914,2532543683,0.855,228292960,16538160,245449568,36683080,1761946,49228410
2021,千葉県第１区,521262,484583,429518,500421,250986,8714,8115,1004071705.8181958,0.93,108757267.29717971,6983912.968262709,103103933.49086842,12127507.71701312,673540.5339711725,25322523.568614043
2021,千葉県第２区,553023,532443,478207,539108,271288,10655,9683,1019426112.5129398,0.9433333333333334,96009353.67551482,5293404.817368153,97180676.06221575,12386904.023202352,648736.1969853432,21437997.474700116
2021,千葉県第３区,398945,386355,342872,396002,194568,43442,27838,682149153.3158678,1,77130214.86668584,1899077.7021607403,74549919.19766602,10498882.948493358,486856.0733740544,15269594.354154006
2021,千葉県第４区,642907,615289,549287,626068,313677,8562,8212,1181288903,0.96,102585206,4291031,110960696,18140243,711380,18708736
2021,千葉県第５区,668038,635271,573295,640086,319076,7475,7352,1448776387,1.3050000000000002,123232018,169917,111746116,15878449,569783,30540775
2021,千葉県第６区,994908,947352,859551,955396,475598,11883,11572,1891550668,0.9950000000000001,156996344,7816662,173037762,24000069,925668,30612901
2021,千葉県第７区,850719,819621,731271,828876,416275,20025,18797,1478731403,0.9033333333333334,123755205,12702726,152170424,19957741,975776,27142912
2021,千葉県第８区,556978,535216,476287,548422,277513,15789,14510,991052008,0.885,86459919,7166059,94740269,12183238,659619,18323687
2021,千葉県第９区,476714,461016,416959,473704,236821,29734,23127,820313073.3529966,0.8375,75308046.16061963,10277056.512208398,86630539.24924982,12242559.31129117,563714.1956694298,15014735.60253184
2021,和歌山県第１区,356729,352193,311672,361472,189939,20885,14727,510229183,0.8200000000000001,59202309,10746025,76229868,10768077,386251,18165393
2021,和歌山県第２区,279557,276243,246110,283665,149029,99637,39622,348629729,0.3977777777777778,33559883,43751745,52933914,9695580,281055,16006591
2021,和歌山県第３区,286298,282972,251422,292428,154092,351942,57157,327450510,0.3165,33892238,71492019,61958196,14602731,263363,38889761
2021,埼玉県第10区,389998,377594,342904,380576,190196,40588,29825,569258013,0.746,55722385,15773102,64912526,10758319,468749,13408841
2021,埼玉県第11区,598766,582667,524579,591352,296591,149180,62453,849742828,0.5946153846153847,87111476,36242186,105708419,16738139,757081,25794524
2021,埼玉県第12区,554345,540055,487196,549281,275393,48669,48105,828956752,0.774,79594425,23505258,95212785,13699292,736721,18505619
2021,埼玉県第13区,869855,852851,745049,862738,433580,27680,27397,1389557256,0.8016666666666667,121327674,22992618,150730683,19950392,1149669,35585400
2021,埼玉県第14区,810038,786853,690446,797856,397039,30838,30748,1261728468,0.82625,118430922,21780725,141232230,19485617,1109833,24897053
2021,埼玉県第15区,1099680,1031377,939689,1050171,518234,11771,11674,2016243538.5992076,1.01,198363100.2100779,7724223.172978597,207663162.25190943,23700225.402511,1461814.2024925048,58841401.054902926
2021,埼玉県第１区,570007,551006,483038,561855,284193,11781,11414,1118613578.1893463,0.98,118947850.77831429,2860339.0277073425,108624621.5828253,12194309.537071574,919116.5570563165,29705760.015294913
2021,埼玉県第２区,594274,555098,511270,568428,280418,6195,6134,1054091250,0.96,98362445,4740550,112522851,12689333,752312,31053289
2021,埼玉県第３区,589925,576068,516732,580686,289816,8770,8757,1001064625,0.93,87257977,6487000,102781225,12767593,794630,28820784
2021,埼玉県第４区,466435,451048,399539,457656,227781,6121,5971,871252704,0.9600000000000001,75102612,4063235,83565170,11185843,589851,15455557
2021,埼玉県第５区,628843,608011,538123,616448,310481,9786,9629,1227304381.1084108,0.98,130505494.68562225,3138265.6965803206,119179202.3306538,13379177.413227078,1008423.104474023,32592139.16385637
2021,埼玉県第６区,528558,513913,454058,525989,264689,17291,16824,840860044,0.8200000000000001,71648024,15076737,86719808,11819975,670710,13983664
2021,埼玉県第７区,580027,540611,464166,565471,284038,14354,14004,956276527,0.8733333333333334,90114382,8306768,100855804,13142285,750724,16975666
2021,埼玉県第８区,494495,459075,392860,486884,245553,10208,9374,857442889,0.9566666666666667,77954708,5212222,85299393,10993408,596636,17003988
2021,埼玉県第９区,475677,465821,420219,468272,234647,40867,19674,719747844,0.775,68367126,12224100,78273566,11016735,535956,16668055
2021,大分県第１区,475614,465298,400596,474979,246871,50239,24855,672096463,0.9,78691091,7970279,94157094,14099689,554969,22586351
2021,大分県第２区,767106,753866,658988,774043,404654,440020,109400,983343352,0.41300000000000003,112374057,77021067,157908152,32405080,800705,61377873
2021,大分県第３区,356746,344869,306731,354700,186661,194056,70496,408370431,0.39625,42850417,53225855,79612044,17015847,336108,31536419
2021,大阪府第10区,383625,375372,328983,379340,198119,12210,6286,614483296,0.8,55416099,11919281,75143324,10418404,431907,19025906
2021,大阪府第11区,472322,451580,388106,472146,245547,9067,7534,742398776,0.755,65906388,16128427,89341872,15982112,539685,22316654
2021,大阪府第12区,404277,390833,347500,398705,205385,6166,5055,558535215,0.6766666666666666,52318299,22899360,82313712,16124112,386595,15348505
2021,大阪府第13区,493940,434587,419380,467206,239955,6178,5169,686317878,0.77,77710422,20160144,107429905,15370013,498358,10670142
2021,大阪府第14区,505841,490456,438278,496657,259809,10239,8776,738897160,0.6375,69505119,29585388,102881386,15181905,575962,12827479
2021,大阪府第15区,457686,447837,399187,456985,239613,26786,14404,661700959.8034065,0.58,57426116.14256516,31934381.738374442,90553569.63375853,14225210.814162653,497921.9946353956,12768672.299435113
2021,大阪府第16区,393482,377864,334588,384649,199753,4975,4975,585495808.6770527,0.81,71284601.17625262,15881897.459158916,93428975.93769929,12145086.320926612,551174.6939075347,20520284.395064272
2021,大阪府第17区,395075,384730,337852,394003,206054,8689,8288,599734056.5195408,0.81,73018119.68118222,16268117.80246664,95701007.4285422,12440433.864910733,564578.3114570697,21019302.30550062
2021,大阪府第18区,521767,508338,447473,518818,269833,18730,13381,743793138,0.7020000000000001,73158335,28023872,104671900,15963274,603344,16041076
2021,大阪府第19区,362868,355653,315266,361520,187577,25763,13731,488033073,0.7885714285714286,54889396,19514152,69133006,11737390,403063,12099132
2021,大阪府第１区,533094,478154,456215,485798,253334,3571,3571,802670837.3861185,0.9400000000000001,139359808.94058263,6337964.999357433,144128144.51497164,20383794.117821593,619725.0063386033,33215657.481826305
2021,大阪府第２区,558305,502956,476221,521150,273691,3938,3938,861081986.5536205,0.9400000000000001,149501159.801779,6799184.968680658,154616491.86282668,21867142.936987642,664823.0067916359,35632793.664555594
2021,大阪府第３区,441322,421736,382589,422630,209993,4688,4688,698300067.1153345,0.9400000000000001,121238943.04331931,5513843.506310096,125387255.02443911,17733302.541416265,539142.5642528044,28896647.004607372
2021,大阪府第４区,495651,463960,422560,471690,245536,2947,2947,779360572.2680173,0.9400000000000001,135312677.86031112,6153904.936922152,139942536.7874445,19791830.858577568,601727.6486108542,32251045.65601886
2021,大阪府第５区,521679,488309,452443,495365,250443,5940,5940,818478131.5727414,0.9400000000000001,142104273.2902394,6462780.892277643,146966513.46374196,20785219.72748898,631929.48049379,33869785.73086939
2021,大阪府第６区,465221,449773,403695,457246,235934,3950,3950,683460573.1041678,0.8275,97184638.06376857,16466468.696452016,123500533.34657606,18066841.81770795,511332.293512312,27529680.462122474
2021,大阪府第７区,473023,454413,394052,455543,235960,5096,5058,867682560,0.99,86137474,1393688,87305497,13797600,465142,19556566
